Planned,,,,,,,
,,,,,,,
Fiscal Year,Fiscal Year Type,Account Name,Agency Name,Operating Unit,Category,Sector, Amount 
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Azerbaijan,Economic Development,Trade and Investment," $670,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Azerbaijan,Peace and Security,Transnational Crime," $110,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Belarus,"Democracy, Human Rights, and Governance",Civil Society," $7,820,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Belarus,Education and Social Services,Higher Education," $1,100,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Belarus,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,200,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Belarus,Humanitarian Assistance,"Protection, Assistance and Solutions"," $400,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Belarus,Education and Social Services,Social Services," $550,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Belarus,Peace and Security,Transnational Crime," $190,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Belarus,Health,Tuberculosis," $240,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,Economic Development,Agriculture," $2,300,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Civil Society," $3,206,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,Peace and Security,Conflict Mitigation and Reconciliation," $1,144,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Good Governance," $1,524,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,Economic Development,Macroeconomic Foundation for Growth," $810,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $800,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,Economic Development,Private Sector Competitiveness," $4,651,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $6,493,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,Peace and Security,Stabilization Operations and Security Sector Reform," $6,526,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,Economic Development,Trade and Investment," $1,790,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Bosnia and Herzegovina,Peace and Security,Transnational Crime," $200,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Central Asia Regional Office (USAID),"Democracy, Human Rights, and Governance",Civil Society," $648,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Central Asia Regional Office (USAID),Peace and Security,Counter-Narcotics," $500,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Central Asia Regional Office (USAID),Education and Social Services,Higher Education," $101,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Central Asia Regional Office (USAID),Economic Development,Infrastructure," $777,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Central Asia Regional Office (USAID),Economic Development,Trade and Investment," $974,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Economic Development,Agriculture," $34,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),"Democracy, Human Rights, and Governance",Civil Society," $1,322,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Peace and Security,Conflict Mitigation and Reconciliation," $9,510,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Economic Development,Economic Opportunity," $18,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Environment,Environment," $150,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Health,Family Planning and Reproductive Health," $111,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Economic Development,Financial Sector," $1,148,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),"Democracy, Human Rights, and Governance",Good Governance," $309,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Economic Development,Infrastructure," $1,706,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Economic Development,Macroeconomic Foundation for Growth," $36,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Health,Maternal and Child Health," $181,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Health,Other Public Health Threats," $171,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,824,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Economic Development,Private Sector Competitiveness," $151,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Humanitarian Assistance,"Protection, Assistance and Solutions"," $2,073,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $306,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Education and Social Services,"Social Policies, Regulations, and Systems"," $572,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Peace and Security,Stabilization Operations and Security Sector Reform," $2,527,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Economic Development,Trade and Investment," $920,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Peace and Security,Transnational Crime," $15,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe and Eurasia Regional (DOS & USAID),Health,Tuberculosis," $48,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Economic Development,Agriculture," $132,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Education and Social Services,Basic Education," $72,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Civil Society," $5,390,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Peace and Security,Conflict Mitigation and Reconciliation," $16,474,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Economic Development,Economic Opportunity," $51,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Environment,Environment," $150,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Health,Family Planning and Reproductive Health," $44,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Economic Development,Financial Sector," $873,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Good Governance," $274,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Education and Social Services,Higher Education," $30,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Economic Development,Infrastructure," $1,096,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Economic Development,Macroeconomic Foundation for Growth," $198,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Health,Maternal and Child Health," $50,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Health,Other Public Health Threats," $70,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $24,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Economic Development,Private Sector Competitiveness," $457,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $394,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Education and Social Services,"Social Policies, Regulations, and Systems"," $281,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Peace and Security,Stabilization Operations and Security Sector Reform," $904,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Europe Regional Office (DOS & USAID),Peace and Security,Transnational Crime," $1,117,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Economic Development,Agriculture," $13,604,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Education and Social Services,Basic Education," $1,400,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,"Democracy, Human Rights, and Governance",Civil Society," $16,477,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Peace and Security,Combating Weapons of Mass Destruction (WMD)," $200,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Peace and Security,Conflict Mitigation and Reconciliation," $3,949,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Peace and Security,Counter-Narcotics," $300,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Health,Family Planning and Reproductive Health," $1,050,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Economic Development,Financial Sector," $8,697,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,"Democracy, Human Rights, and Governance",Good Governance," $8,116,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Education and Social Services,Higher Education," $815,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Economic Development,Infrastructure," $118,058,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Economic Development,Macroeconomic Foundation for Growth," $1,514,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Health,Maternal and Child Health," $2,650,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Health,Other Public Health Threats," $6,555,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $6,722,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Economic Development,Private Sector Competitiveness," $9,136,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Humanitarian Assistance,"Protection, Assistance and Solutions"," $49,801,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $8,421,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Education and Social Services,Social Services," $9,578,000.00 "
2009,FY 2009 Actual Base,"Assistance for Europe, Eurasia and Central Asia",DOS and USAID,Georgia,Peace and Security,Stabilization Operations and Security Sector Reform," $21,529,000.00 "
